Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2001-09-30,11.703,11.778,10.658,11.125,5007521
2001-10-07,11.125,11.448,10.869,11.125,4442811
2001-10-14,11.057,13.326,11.02,12.747,8721446
2001-10-21,12.426,13.62,12.426,12.68,7902961
2001-10-28,12.643,13.507,12.207,13.289,7290457
2001-11-04,13.289,14.02,13.221,13.47,8080690
2001-11-11,13.365,14.125,13.365,13.943,6105661
2001-11-18,14.086,14.808,13.582,13.982,7837900
2001-11-25,14.086,14.267,13.402,13.725,5020328
2001-12-02,13.725,13.943,13.365,13.365,2779920
2001-12-09,13.259,13.943,13.221,13.838,3986249
2001-12-16,13.725,13.868,13.184,13.582,4249869
2001-12-23,13.47,13.943,13.402,13.507,3189852
2001-12-30,13.47,13.868,13.47,13.868,674411
2002-01-06,13.688,15.891,13.582,15.17,6081947
2002-01-13,15.025,16.402,14.883,15.461,10271695
2002-01-20,15.32,15.53,14.952,15.387,3067086
2002-01-27,15.245,16.251,15.025,16.042,8368262
2002-02-03,16.108,16.763,15.605,16.544,8793002
2002-02-10,16.544,16.544,14.086,14.665,13038117
2002-02-17,14.952,15.824,14.883,15.245,9191015
2002-02-24,15.17,15.387,14.086,14.086,6485578
2002-03-03,14.162,14.41,13.802,14.306,7411499
2002-03-10,14.521,14.665,13.763,14.049,4759510
2002-03-17,14.02,14.086,13.44,13.507,4095229
2002-03-24,13.582,13.725,12.929,13.65,3196856
2002-03-31,13.65,13.725,13.365,13.47,2104499
2002-04-07,13.402,13.582,13.004,13.44,3121605
2002-04-14,13.507,13.688,13.079,13.259,5428334
2002-04-21,13.289,13.688,13.109,13.289,2666699
2002-04-28,13.221,13.582,13.184,13.365,3235965
2002-05-05,13.289,13.365,13.079,13.221,1585367
2002-05-12,13.184,13.47,13.004,13.146,3617481
2002-05-19,13.146,14.447,13.109,13.943,6752959
2002-05-26,14.049,14.342,13.65,14.342,5237042
2002-06-02,14.229,14.521,13.943,14.2,3591622
2002-06-09,14.2,15.1,14.125,14.74,4999483
2002-06-16,14.74,14.952,14.162,14.162,5984810
2002-06-23,14.2,14.306,13.547,14.02,4233065
2002-06-30,13.907,14.02,12.786,12.929,5961203
2002-07-07,12.862,13.221,12.207,12.747,5865943
2002-07-14,12.929,12.929,12.283,12.32,3310469
2002-07-21,12.32,12.786,11.989,12.103,2981635
2002-07-28,12.027,12.243,11.562,12.139,5752729
2002-08-04,12.139,12.538,11.958,12.139,3703007
2002-08-11,12.103,12.243,11.883,12.063,2736580
2002-08-18,12.027,12.207,11.562,11.599,4184155
2002-08-25,11.599,12.207,11.057,11.958,10320132
2002-09-01,12.17,12.929,12.027,12.387,5018390
2002-09-08,12.462,12.68,11.989,12.387,3777130
2002-09-15,12.426,12.786,12.283,12.283,3286978
2002-09-22,12.283,12.823,12.103,12.17,5215883
2002-09-29,12.283,12.283,11.629,11.847,5503117
2002-10-06,11.778,12.027,11.629,11.921,4779203
2002-10-13,11.703,12.568,11.668,12.462,4652163
2002-10-20,12.462,12.899,12.32,12.899,4888862
2002-10-27,12.862,13.184,12.786,12.899,4310613
2002-11-03,12.966,13.868,12.966,13.868,5037353
2002-11-10,13.943,14.02,13.507,13.725,3301702
2002-11-17,13.725,14.229,13.507,13.507,3809475
2002-11-24,13.507,13.688,13.079,13.62,6415948
2002-12-01,13.65,14.02,13.507,13.507,5940756
2002-12-08,13.507,14.049,13.402,13.44,4332353
2002-12-15,13.44,13.507,12.929,13.221,6710569
2002-12-22,13.221,13.365,12.643,12.643,4459715
2002-12-29,12.718,12.929,12.718,12.899,584691
2003-01-05,12.862,13.402,12.68,13.365,2906137
2003-01-12,13.44,13.62,13.004,13.109,4965368
2003-01-19,13.259,13.62,13.042,13.042,4033278
2003-01-26,13.079,13.146,12.568,12.568,4084923
2003-02-02,12.387,12.568,12.17,12.426,2469475
2003-02-09,12.462,12.643,11.883,12.063,3248531
2003-02-16,12.103,12.786,12.103,12.786,2278098
2003-02-23,12.899,12.966,12.502,12.862,3560121
2003-03-02,12.718,12.929,12.283,12.387,2909324
2003-03-09,12.35,12.462,11.778,11.958,4373945
2003-03-16,12.063,12.35,12.027,12.103,3455732
2003-03-23,12.027,12.643,11.921,12.568,5348776
2003-03-30,12.426,12.568,12.207,12.283,3077691
2003-04-06,12.207,12.502,11.958,12.426,5501906
2003-04-13,12.643,12.747,12.103,12.207,3636527
2003-04-20,12.243,12.426,12.027,12.426,3330024
2003-04-27,12.426,12.823,12.387,12.747,3459640
2003-05-04,12.747,13.184,12.718,13.184,3263479
2003-05-11,13.259,13.507,13.109,13.507,3161964
2003-05-18,13.47,13.725,12.786,12.862,10880084
2003-05-25,12.823,13.109,12.606,12.747,4833810
2003-06-01,12.823,13.184,12.643,13.184,4570161
2003-06-08,13.221,13.365,12.966,13.365,5020295
2003-06-15,13.326,13.365,12.966,13.259,3279661
2003-06-22,13.184,13.763,13.079,13.582,3641873
2003-06-29,13.44,13.838,13.402,13.725,6618355
2003-07-06,13.65,14.59,13.547,14.521,7721390
2003-07-13,14.665,15.891,14.665,15.387,8741835
2003-07-20,15.53,15.824,15.387,15.53,6444141
2003-07-27,15.605,15.824,15.025,15.605,7618772
2003-08-03,15.746,16.544,15.605,16.108,7636242
2003-08-10,15.891,16.763,15.605,16.327,6097916
2003-08-17,16.402,17.19,16.402,16.829,9073196
2003-08-24,16.904,18.064,16.469,17.845,10216289
2003-08-31,17.702,17.988,17.34,17.845,10765799
2003-09-07,18.064,18.491,16.763,16.904,16212467
2003-09-14,17.048,17.34,16.402,16.763,6197434
2003-09-21,16.829,17.769,16.62,17.627,5019040
2003-09-28,17.409,17.702,16.829,17.627,4934967
2003-10-05,17.559,17.627,16.979,17.264,4638802
2003-10-12,17.264,18.784,17.19,18.641,9649130
2003-10-19,18.784,19.506,18.205,18.567,7522176
2003-10-26,18.491,18.928,17.769,18.064,4923304
2003-11-02,18.064,19.002,17.769,18.567,5279529
2003-11-09,18.641,19.07,18.205,18.709,4372863
2003-11-16,18.709,19.145,18.567,18.784,2680197
2003-11-23,18.567,18.567,16.544,16.979,8046998
2003-11-30,17.124,17.483,16.763,16.829,5647518
2003-12-07,17.048,18.131,16.979,17.124,4493240
2003-12-14,16.979,18.064,16.829,17.988,7708703
2003-12-21,18.064,18.348,17.769,17.988,4486955
2003-12-28,17.988,18.205,17.845,18.205,1627052
2004-01-04,18.131,18.784,17.988,18.784,1640613
2004-01-11,18.86,19.724,18.641,18.709,7273654
2004-01-18,18.491,19.363,18.424,18.491,4401296
2004-01-25,18.567,19.288,18.491,19.145,3615189
2004-02-01,19.07,19.363,18.424,19.07,6956543
2004-02-08,19.221,19.648,18.784,19.288,4062015
2004-02-15,19.506,20.519,19.363,20.16,5446888
2004-02-22,19.942,20.519,19.942,20.519,3630772
2004-02-29,20.519,20.807,19.724,20.588,5571716
2004-03-07,20.948,21.385,20.807,21.092,5614819
2004-03-14,21.168,21.385,20.009,20.807,4445103
2004-03-21,20.732,20.807,19.942,20.084,4920158
2004-03-28,20.084,20.519,19.867,20.302,4091311
2004-04-04,20.371,21.024,20.228,20.807,3471468
2004-04-11,20.881,21.31,20.663,21.243,3206513
2004-04-18,21.385,22.25,21.385,22.25,4264403
2004-04-25,22.391,22.686,21.168,21.461,4944304
2004-05-02,21.243,21.528,20.371,20.807,3460305
2004-05-09,20.807,21.671,20.663,21.092,4592492
2004-05-16,20.588,20.948,19.43,19.942,5847245
2004-05-23,19.582,20.588,19.43,20.371,4255022
2004-05-30,20.371,20.663,19.506,20.519,3946394
2004-06-06,20.588,20.881,19.867,20.084,2687998
2004-06-13,19.942,20.948,19.942,20.447,4199161
2004-06-20,20.16,20.663,20.16,20.447,4153023
2004-06-27,20.447,21.024,20.371,21.024,2523126
2004-07-04,20.948,21.528,20.881,21.024,4032512
2004-07-11,21.024,21.385,20.807,21.168,4410320
2004-07-18,21.243,22.182,21.092,22.182,4894029
2004-07-25,21.964,22.325,21.747,21.888,3692505
2004-08-01,21.964,22.754,21.31,21.528,9144074
2004-08-08,21.528,22.25,21.385,21.82,6275245
2004-08-15,21.528,21.964,21.31,21.461,4910442
2004-08-22,21.461,22.61,21.385,22.391,3906476
2004-08-29,22.25,23.482,22.182,23.331,4321280
2004-09-05,23.19,23.987,22.754,23.265,6512468
2004-09-12,23.265,24.631,23.265,24.204,4511090
2004-09-19,24.204,25.211,24.062,24.564,3447538
2004-09-26,24.564,24.631,23.55,23.626,2999351
2004-10-03,23.482,25.067,23.331,24.707,4398630
2004-10-10,24.993,26.512,24.993,26.009,6832857
2004-10-17,26.009,26.009,24.631,25.572,6056835
2004-10-24,25.647,27.089,25.144,27.089,5847826
2004-10-31,26.873,27.383,26.009,26.444,7800523
2004-11-07,26.512,26.804,25.865,26.009,6319416
2004-11-14,26.083,27.813,24.993,27.593,10356597
2004-11-21,27.593,27.886,26.444,26.947,23734497
2004-11-28,26.804,27.023,26.226,26.512,2926629
2004-12-05,26.587,28.894,26.512,28.609,13148264
2004-12-12,28.391,28.534,27.089,27.089,6095259
2004-12-19,27.165,28.105,26.804,27.961,9004150
2004-12-26,27.886,28.683,26.295,26.73,4932041
2005-01-02,26.873,27.593,26.73,27.309,3887881
2005-01-09,27.383,27.669,24.422,24.925,9033273
2005-01-16,25.144,26.444,24.346,26.37,11870479
2005-01-23,26.37,26.444,25.503,25.79,7714885
2005-01-30,25.79,27.813,25.722,27.383,8050269
2005-02-06,27.233,28.683,27.023,28.683,7594150
2005-02-13,28.752,30.563,28.752,30.487,9678816
2005-02-20,30.413,34.097,30.194,32.292,10838557
2005-02-27,32.225,35.254,32.149,34.968,11669527
2005-03-06,35.254,35.254,32.435,33.307,8531221
2005-03-13,33.593,36.126,33.013,33.231,11023192
2005-03-20,33.013,33.524,30.848,32.366,9086605
2005-03-27,32.292,34.389,31.428,33.307,9149505
2005-04-03,33.307,34.171,32.871,33.884,5854880
2005-04-10,33.884,35.832,33.884,35.034,7315774
2005-04-17,34.674,35.111,33.013,33.374,5005212
2005-04-24,32.728,34.313,32.435,34.246,4681783
2005-05-01,34.457,34.749,32.728,33.013,3732191
2005-05-08,33.231,33.593,30.924,31.713,5211726
2005-05-15,31.713,31.789,29.985,30.345,8906416
2005-05-22,30.848,32.796,30.194,32.366,7562884
2005-05-29,32.292,33.307,31.857,32.653,2819678
2005-06-05,32.871,33.884,32.653,33.163,7643481
2005-06-12,33.231,34.531,33.013,34.313,6635857
2005-06-19,34.313,35.615,33.809,35.547,4445999
2005-06-26,35.396,36.848,35.329,35.832,5182807
2005-07-03,35.832,37.057,35.396,36.914,6763227
2005-07-10,36.848,38.726,36.629,38.358,6458060
2005-07-17,38.651,39.23,37.352,38.148,5785395
2005-07-24,38.148,38.726,36.771,37.276,5275041
2005-07-31,37.426,41.042,37.426,40.666,5909370
2005-08-07,40.44,42.619,40.44,42.094,5509242
2005-08-14,42.168,42.845,40.065,40.065,4618736
2005-08-21,40.065,41.491,39.312,39.613,4192920
2005-08-28,39.763,40.666,39.464,39.914,5886564
2005-09-04,40.213,47.732,39.989,45.776,13496770
2005-09-11,45.626,45.702,42.77,43.971,7084569
2005-09-18,43.971,48.181,43.748,46.979,9565339
2005-09-25,47.355,49.686,46.754,48.783,9741433
2005-10-02,48.409,50.888,47.205,50.213,8604980
2005-10-09,50.213,52.541,46.679,47.205,10373176
2005-10-16,47.581,49.159,43.673,45.1,7768352
2005-10-23,45.776,47.13,44.8,44.8,11590091
2005-10-30,44.725,46.302,41.869,42.845,6861832
2005-11-06,43.522,46.454,43.522,46.228,5678196
2005-11-13,46.152,46.152,44.124,44.8,4477867
2005-11-20,45.174,46.077,42.319,44.725,7850731
2005-11-27,44.8,45.1,42.995,44.725,5609976
2005-12-04,45.174,46.603,44.499,46.603,7146149
2005-12-11,46.679,47.882,45.626,46.377,4209705
2005-12-18,46.228,47.279,45.852,46.53,6364657
2005-12-25,46.603,46.603,45.174,46.454,6387448
2006-01-01,46.454,47.279,46.302,47.13,3025224
2006-01-08,46.83,51.264,46.679,51.264,7586164
2006-01-15,51.939,52.767,48.409,48.483,11405996
2006-01-22,48.108,49.835,46.979,49.159,8043661
2006-01-29,48.409,50.437,47.882,48.333,7722992
2006-02-05,48.708,49.759,45.551,46.302,5813014
2006-02-12,46.53,47.732,45.702,45.852,5033631
2006-02-19,45.328,47.205,44.574,47.13,5261398
2006-02-26,47.431,49.085,46.53,48.108,6090519
2006-03-05,48.409,48.558,43.971,45.1,10602067
2006-03-12,45.174,45.174,40.59,41.718,11083610
2006-03-19,41.792,45.928,41.643,44.8,10610694
2006-03-26,44.8,45.328,42.393,43.897,4197864
2006-04-02,43.596,44.35,42.094,44.274,4194453
2006-04-09,43.596,49.085,43.596,48.483,8747339
2006-04-16,48.409,49.611,47.808,48.558,7198079
2006-04-23,49.085,50.737,47.956,49.235,9434539
2006-04-30,49.159,50.587,46.302,48.108,6333214
2006-05-07,48.108,48.858,46.679,48.483,4733527
2006-05-14,48.483,48.783,44.95,45.477,6570214
2006-05-21,45.1,45.551,41.343,41.718,9395467
2006-05-28,41.567,41.567,37.584,40.213,15979650
2006-06-04,41.643,42.245,39.838,41.792,8552545
2006-06-11,42.094,42.094,37.057,37.358,8871592
2006-06-18,37.132,37.433,32.847,33.599,14351384
2006-06-25,34.276,37.057,33.674,35.854,11844483
2006-07-02,35.555,40.891,35.555,39.838,10181319
2006-07-09,40.213,44.274,39.538,43.673,7531083
2006-07-16,42.094,44.499,39.763,41.792,8234401
2006-07-23,41.792,42.319,40.065,41.718,5777546
2006-07-30,41.718,46.53,41.416,45.551,6783153
2006-08-06,45.477,45.852,39.613,40.666,10199525
2006-08-13,40.59,41.718,39.312,39.538,8954466
2006-08-20,39.387,40.891,39.312,40.59,6129662
2006-08-27,40.44,40.966,38.184,38.562,4608479
2006-09-03,38.636,39.989,37.809,38.673,5353504
2006-09-10,39.087,40.213,37.207,37.584,5554942
2006-09-17,36.605,37.487,35.817,36.72,11538492
2006-09-24,37.178,37.352,35.854,36.456,7967808
2006-10-01,36.84,37.125,35.561,36.831,9685207
2006-10-08,36.982,37.358,35.854,37.186,6677740
2006-10-15,37.207,39.312,36.351,36.561,12276422
2006-10-22,36.818,37.448,35.636,36.004,9130706
2006-10-29,36.307,37.125,35.005,36.307,7650659
2006-11-05,36.682,36.682,34.825,35.179,4164264
2006-11-12,35.367,38.597,35.118,37.471,17134620
2006-11-19,37.584,38.035,35.629,36.569,7342755
2006-11-26,36.493,38.261,36.267,37.358,6144628
2006-12-03,37.509,39.275,37.2,38.863,12181462
2006-12-10,38.787,40.065,37.771,38.298,4921189
2006-12-17,38.335,39.125,37.057,38.335,9020989
2006-12-24,38.636,38.636,35.329,35.396,7012666
2006-12-31,35.894,36.267,35.592,35.854,2218633
2007-01-07,36.08,37.96,35.682,36.08,6296504
2007-01-14,35.254,36.605,34.651,35.817,10413041
2007-01-21,36.08,36.908,35.065,35.555,11463105
2007-01-28,36.757,36.908,34.727,35.104,7400301
2007-02-04,35.329,35.929,34.426,35.479,5761792
2007-02-11,35.329,36.493,35.028,35.705,7497126
2007-02-18,35.568,36.042,34.389,34.885,4390920
2007-02-25,35.254,35.982,34.012,35.712,4638250
2007-03-04,36.013,36.08,30.781,32.172,13099090
2007-03-11,31.571,34.613,30.6,34.088,10309069
2007-03-18,34.554,34.578,31.87,33.674,8303706
2007-03-25,33.818,34.171,32.735,34.171,7910066
2007-04-01,34.201,36.561,34.177,36.08,12195922
2007-04-08,35.854,35.854,34.546,34.578,5444518
2007-04-15,34.585,37.584,34.276,37.207,11166390
2007-04-22,38.11,38.486,35.329,35.705,10158022
2007-04-29,36.088,36.267,33.825,34.389,7680921
2007-05-06,34.201,34.915,34.201,34.389,3130211
2007-05-13,34.585,36.449,34.585,36.449,6970673
2007-05-20,36.449,37.284,35.141,35.555,6776472
2007-05-27,35.629,37.358,35.629,36.848,6511014
2007-06-03,36.84,37.96,35.929,37.96,5573833
2007-06-10,37.96,40.365,37.885,40.365,12309218
2007-06-17,40.328,40.854,38.335,40.553,10255389
2007-06-24,40.515,41.304,38.863,40.741,8830132
2007-07-01,40.59,43.221,40.59,41.343,7086400
2007-07-08,41.192,45.213,40.402,43.596,8759459
2007-07-15,44.198,45.328,41.829,44.725,11943927
2007-07-22,45.439,46.003,42.319,42.47,14023977
2007-07-29,42.245,43.861,40.666,41.869,14840595
2007-08-05,42.393,42.808,40.027,40.59,7241012
2007-08-12,40.177,41.718,38.486,39.838,6694922
2007-08-19,39.989,41.491,37.733,38.975,8866122
2007-08-26,39.801,43.786,39.464,43.786,7424694
2007-09-02,43.596,44.611,41.267,43.147,8779142
2007-09-09,43.109,44.16,40.365,42.094,5538254
2007-09-16,40.966,43.71,40.815,42.356,4221488
2007-09-23,42.47,44.35,41.042,43.971,6965609
2007-09-30,43.596,44.499,41.718,41.718,4872683
2007-10-07,42.019,43.221,40.289,41.718,6248067
2007-10-14,41.98,43.221,41.267,42.168,7527035
2007-10-21,42.168,42.921,41.491,42.094,3922913
2007-10-28,41.267,43.748,40.966,42.957,9825229
2007-11-04,43.971,44.236,42.245,42.545,5722656
2007-11-11,42.168,42.319,36.456,37.057,11679237
2007-11-18,37.132,40.213,36.561,37.96,7718175
2007-11-25,38.41,39.838,37.847,39.125,4399809
2007-12-02,39.951,39.951,37.132,39.464,4710557
2007-12-09,38.562,41.491,38.11,40.854,4006545
2007-12-16,40.59,42.094,39.237,39.763,6450270
2007-12-23,38.335,40.815,36.831,39.464,10521680
2007-12-30,39.351,40.213,38.673,39.011,2259273
2008-01-06,38.937,39.989,38.748,39.161,2629692
2008-01-13,38.937,39.951,37.885,37.997,8058639
2008-01-20,38.335,38.335,31.765,33.066,13132667
2008-01-27,31.857,32.991,29.766,31.163,19771940
2008-02-03,31.051,31.495,29.992,30.826,13437033
2008-02-10,31.87,32.586,29.203,29.992,19734751
2008-02-17,29.691,30.803,29.39,29.676,10849236
2008-02-24,30.066,31.637,29.344,31.345,10820654
2008-03-02,31.571,31.946,29.541,29.992,9016884
2008-03-09,29.541,30.03,27.932,28.187,7699526
2008-03-16,28.34,30.217,28.187,28.488,11395482
2008-03-23,28.037,28.638,26.459,27.775,8427745
2008-03-30,29.331,30.053,28.752,29.745,7410122
2008-04-06,29.443,31.946,29.089,31.594,11092348
2008-04-13,31.984,32.472,30.519,30.519,7766027
2008-04-20,30.225,31.886,30.188,31.886,5819661
2008-04-27,31.87,32.322,30.495,31.36,5913435
2008-05-04,31.571,31.781,30.667,31.555,2465092
2008-05-11,31.938,32.022,31.202,31.646,6130717
2008-05-18,31.646,32.886,31.571,32.022,8695360
2008-05-25,32.314,32.314,30.292,30.292,3898556
2008-06-01,30.292,32.172,30.142,30.142,7178302
2008-06-08,30.367,31.268,30.083,30.233,10425211
2008-06-15,30.03,30.053,27.436,28.563,6936069
2008-06-22,28.94,28.94,26.76,27.06,9184089
2008-06-29,27.084,27.428,25.263,25.422,7136567
2008-07-06,25.636,25.992,24.227,25.258,6184577
2008-07-13,25.481,28.113,25.232,26.76,7288034
2008-07-20,26.76,27.549,25.894,27.06,5299420
2008-07-27,27.06,28.786,26.802,27.061,7861164
2008-08-03,26.849,29.124,26.58,28.116,6689282
2008-08-10,27.802,28.723,25.99,26.146,5087670
2008-08-17,26.738,28.659,26.382,27.951,4254973
2008-08-24,27.762,28.093,26.382,27.171,3635385
2008-08-31,27.25,27.369,25.911,26.038,6432321
2008-09-07,25.911,26.203,24.439,24.691,8315701
2008-09-14,25.203,25.784,24.651,25.321,5365389
2008-09-21,25.123,26.612,23.548,26.525,12656741
2008-09-28,26.698,27.258,25.808,26.777,9489777
2008-10-05,26.887,27.566,25.36,26.777,8092499
2008-10-12,25.99,27.038,21.421,22.62,14668617
2008-10-19,23.075,24.723,20.595,20.674,16094608
2008-10-26,21.501,22.107,16.924,17.641,16629890
2008-11-02,16.538,22.107,16.538,22.052,12808210
2008-11-09,22.052,23.13,20.161,21.833,11015561
2008-11-16,22.075,23.392,20.319,20.477,10083094
2008-11-23,20.674,20.792,18.194,19.254,6889638
2008-11-30,19.61,22.052,19.484,20.555,9314716
2008-12-07,20.24,21.736,19.942,20.572,7049835
2008-12-14,21.421,21.596,19.304,19.304,6712852
2008-12-21,19.84,21.037,19.713,21.013,9117769
2008-12-28,21.068,21.068,19.847,19.917,1513938
2009-01-04,20.147,20.452,19.768,20.265,2799752
2009-01-11,20.87,22.052,20.792,20.87,8121392
2009-01-18,20.674,21.185,19.297,19.69,5747711
2009-01-25,19.69,19.69,16.972,18.431,6552154
2009-02-01,18.123,18.704,16.791,17.641,6183325
2009-02-08,17.603,18.351,15.357,17.877,8584952
2009-02-15,17.894,18.341,16.798,16.854,7424508
2009-02-22,16.712,18.027,14.412,17.209,10462902
2009-03-01,17.807,18.092,15.838,16.224,13353114
2009-03-08,15.909,17.877,15.602,17.524,10758571
2009-03-15,17.524,17.784,16.712,16.924,10896515
2009-03-22,17.011,17.209,16.224,17.011,6838780
2009-03-29,17.239,20.878,17.162,19.06,23325986
2009-04-05,18.431,20.893,18.351,20.665,13087591
2009-04-12,20.878,22.808,19.218,22.524,13192713
2009-04-19,22.131,23.193,20.24,20.24,14711875
2009-04-26,20.484,20.864,18.903,20.864,11760908
2009-05-03,20.855,21.147,19.641,20.935,6325925
2009-05-10,21.178,22.446,20.948,21.736,9127521
2009-05-17,21.501,22.249,20.083,20.966,10143607
2009-05-24,21.013,23.075,20.87,21.493,10369892
2009-05-31,21.493,24.163,20.948,22.839,10175675
2009-06-07,23.628,25.824,23.423,24.926,11406576
2009-06-14,24.809,25.203,23.485,25.203,7443171
2009-06-21,24.982,25.123,21.508,22.746,19362303
2009-06-28,22.683,22.683,19.809,20.296,15712785
2009-07-05,20.131,21.297,19.69,19.768,8572492
2009-07-12,19.524,20.161,18.926,19.297,7962720
2009-07-19,19.224,21.54,18.98,20.555,8948381
2009-07-26,21.028,23.092,20.903,22.509,10363430
2009-08-02,23.13,23.13,20.886,22.398,9022492
2009-08-09,22.446,22.831,21.421,22.643,7697670
2009-08-16,22.414,23.508,21.642,21.658,12614415
2009-08-23,21.421,22.683,20.689,22.516,10508792
2009-08-30,22.683,24.344,22.524,23.17,10982790
2009-09-06,23.154,23.588,21.501,21.627,8022951
2009-09-13,22.052,23.469,21.902,22.107,5369229
2009-09-20,22.052,22.28,21.248,21.54,10647534
2009-09-27,21.871,23.682,21.501,23.619,8635428
2009-10-04,23.628,25.139,22.759,22.871,12274832
