<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CTS,D,20170118,000000,8.0551,8.0551,8.0236,8.0393,3408,0
CTS,D,20170119,000000,7.9922,7.9922,7.8509,7.9216,9315,0
CTS,D,20170120,000000,7.8901,7.9137,7.843,7.8509,1987,0
CTS,D,20170123,000000,7.843,7.9922,7.639,7.9922,9578,0
CTS,D,20170124,000000,7.9216,8.11,7.9216,8.11,6497,0
CTS,D,20170125,000000,8.11,8.1964,7.8195,8.165,21106,0
CTS,D,20170126,000000,8.1964,8.1964,8.1493,8.1571,6456,0
CTS,D,20170127,000000,8.0001,8.008,7.6469,8.008,10090,0
CTS,D,20170130,000000,8.008,8.008,8.0001,8.008,1828,0
CTS,D,20170131,000000,8.0001,8.0001,7.8509,8.0001,9902,0
CTS,D,20170201,000000,7.8509,7.9687,7.8509,7.9687,8254,0
CTS,D,20170202,000000,7.8509,7.8509,7.8509,7.8509,2732,0
CTS,D,20170203,000000,7.843,7.8509,7.8353,7.8509,4440,0
CTS,D,20170208,000000,7.7724,7.9216,7.7724,7.9216,8081,0
CTS,D,20170209,000000,7.9216,7.9216,7.6939,7.8509,7107,0
CTS,D,20170213,000000,7.8509,7.9687,7.8509,7.9687,9698,0
CTS,D,20170214,000000,7.8901,8.008,7.2228,7.4583,18209,0
CTS,D,20170215,000000,7.4583,7.4583,7.1051,7.4583,5921,0
CTS,D,20170216,000000,7.4583,7.4583,7.4583,7.4583,1019,0
CTS,D,20170217,000000,7.6861,7.6861,7.4977,7.4977,680,0
CTS,D,20170221,000000,7.6939,7.6939,7.5369,7.5369,2274,0
CTS,D,20170222,000000,7.5839,7.8274,7.5839,7.7724,4783,0
CTS,D,20170223,000000,7.7724,7.8195,7.741,7.7882,4737,0
CTS,D,20170224,000000,7.8274,7.8353,7.4741,7.8274,6624,0
CTS,D,20170227,000000,7.317,7.8117,7.317,7.6547,12334,0
CTS,D,20170228,000000,7.3013,7.6155,7.3013,7.6155,638,0
CTS,D,20170301,000000,7.6469,7.6469,7.0659,7.4191,17377,0
CTS,D,20170302,000000,7.2386,7.2386,6.5319,6.5319,16326,0
CTS,D,20170303,000000,6.5319,7.1051,6.5319,7.1051,8295,0
CTS,D,20170306,000000,7.1051,7.1836,7.0266,7.1836,2102,0
CTS,D,20170307,000000,7.4191,7.4583,7.0659,7.4583,2716,0
CTS,D,20170308,000000,7.4505,7.4583,7.4505,7.4583,5095,0
CTS,D,20170309,000000,7.4583,7.5762,7.4583,7.5762,2252,0
CTS,D,20170310,000000,7.6075,7.6939,7.3485,7.6939,3212,0
CTS,D,20170313,000000,7.7017,7.7017,7.3485,7.6939,8927,0
CTS,D,20170314,000000,7.4583,7.7882,7.4583,7.7882,22524,0
CTS,D,20170315,000000,7.6547,7.7882,7.4505,7.7882,37818,0
CTS,D,20170316,000000,7.4583,7.7724,7.4583,7.7647,64324,0
CTS,D,20170317,000000,7.5369,7.5369,7.4583,7.5369,66952,0
CTS,D,20170320,000000,7.5369,7.9137,7.5369,7.9137,6302,0
CTS,D,20170321,000000,7.8509,7.8509,7.7724,7.7724,25749,0
CTS,D,20170322,000000,7.7724,7.8509,7.7724,7.7724,10535,0
CTS,D,20170323,000000,7.6155,7.7724,7.5369,7.7724,26417,0
CTS,D,20170324,000000,7.7724,7.7724,7.7724,7.7724,14393,0
CTS,D,20170327,000000,7.8353,7.8509,7.8353,7.8509,319,0
CTS,D,20170328,000000,7.8509,7.8509,7.7724,7.7724,12419,0
CTS,D,20170329,000000,7.7331,7.8117,7.7331,7.8117,14311,0
CTS,D,20170330,000000,7.8117,7.8117,7.7724,7.7724,31843,0
CTS,D,20170331,000000,7.7724,8.1022,7.741,8.1022,50949,0
CTS,D,20170403,000000,7.7488,8.0393,7.7488,8.0393,2637,0
CTS,D,20170404,000000,7.6939,8.008,7.6939,7.8901,38152,0
CTS,D,20170405,000000,7.796,7.8038,7.796,7.796,12798,0
CTS,D,20170406,000000,8.0787,8.2041,8.0787,8.1885,2038,0
CTS,D,20170407,000000,8.165,8.4633,8.165,8.4633,3885,0
CTS,D,20170410,000000,8.3219,8.6362,8.3219,8.6362,5711,0
CTS,D,20170411,000000,8.5416,8.8164,8.5416,8.8164,5995,0
CTS,D,20170412,000000,8.8164,8.8405,8.7933,8.8405,6628,0
CTS,D,20170413,000000,8.9496,9.045,8.8719,9.045,2421,0
CTS,D,20170418,000000,8.895,9.342,8.8321,9.342,7438,0
CTS,D,20170419,000000,9.3355,9.79,9.1458,9.4059,17785,0
CTS,D,20170420,000000,9.4993,9.775,9.2245,9.4207,23157,0
CTS,D,20170421,000000,9.2014,9.4207,9.107,9.4207,8801,0
CTS,D,20170424,000000,9.562,9.775,9.4845,9.594,23899,0
CTS,D,20170425,000000,8.2041,8.2435,8.008,8.008,1930,0
CTS,D,20170426,000000,8.0865,8.1022,8.008,8.008,2763,0
CTS,D,20170427,000000,8.0472,8.0472,8.008,8.008,3185,0
CTS,D,20170428,000000,8.008,8.0551,8.008,8.008,4292,0
CTS,D,20170502,000000,8.008,8.008,8.008,8.008,2238,0
CTS,D,20170504,000000,8.008,8.0236,8.008,8.008,3286,0
CTS,D,20170505,000000,8.0236,8.0393,8.008,8.0393,1555,0
CTS,D,20170508,000000,7.8509,7.9452,7.8509,7.9137,3859,0
CTS,D,20170509,000000,7.9295,7.9452,7.9295,7.9452,1008,0
CTS,D,20170510,000000,7.9766,8.008,7.9766,7.9766,1783,0
CTS,D,20170511,000000,7.9766,8.008,7.9766,8.008,1529,0
CTS,D,20170512,000000,8.008,8.0236,7.9766,8.0236,1379,0
CTS,D,20170515,000000,7.9295,7.9295,7.8509,7.8509,23356,0
CTS,D,20170516,000000,7.8509,7.8509,7.8509,7.8509,8916,0
CTS,D,20170517,000000,7.8509,8.0236,7.8509,8.0236,1887,0
CTS,D,20170518,000000,7.9295,7.9922,7.9295,7.9295,4953,0
CTS,D,20170519,000000,7.7331,8.008,6.9638,8.008,5236,0
CTS,D,20170522,000000,8.1179,8.1414,7.3406,7.3406,3738,0
CTS,D,20170523,000000,6.9559,7.003,6.5634,7.003,2226,0
CTS,D,20170524,000000,7.0659,7.1365,7.003,7.1365,828,0
CTS,D,20170525,000000,7.1444,7.2228,7.1444,7.2228,240,0
CTS,D,20170526,000000,7.2228,7.317,7.2228,7.317,698,0
CTS,D,20170529,000000,7.3799,7.4191,7.3799,7.4191,882,0
CTS,D,20170530,000000,7.4583,7.4583,7.4583,7.4583,102,0
CTS,D,20170531,000000,7.4583,7.4583,7.4583,7.4583,473,0
CTS,D,20170601,000000,7.4583,7.7724,7.4583,7.7724,15404,0
CTS,D,20170602,000000,7.8117,7.8274,7.8117,7.8274,383,0
CTS,D,20170605,000000,7.8901,7.9452,7.4741,7.4741,4095,0
CTS,D,20170606,000000,7.6155,7.6311,7.6155,7.6311,509,0
CTS,D,20170607,000000,7.6311,7.6469,7.6311,7.6469,790,0
CTS,D,20170608,000000,7.6469,7.6625,7.6469,7.6625,701,0
CTS,D,20170609,000000,7.6782,7.6939,7.6782,7.6782,730,0
CTS,D,20170612,000000,7.4583,7.6075,7.4583,7.6075,1337,0
CTS,D,20170613,000000,7.6075,7.6155,7.6075,7.6075,1783,0
CTS,D,20170616,000000,7.3013,7.3013,7.16,7.16,2386,0
CTS,D,20170619,000000,7.1836,7.1836,7.1836,7.1836,190,0
CTS,D,20170621,000000,7.0187,7.3013,7.0187,7.3013,3885,0
CTS,D,20170622,000000,7.0659,7.0659,7.0659,7.0659,3438,0
CTS,D,20170623,000000,7.0659,7.0659,7.0659,7.0659,891,0
CTS,D,20170626,000000,7.0659,7.0659,7.0659,7.0659,6114,0
CTS,D,20170627,000000,7.0659,7.2228,6.8068,7.1286,2890,0
CTS,D,20170628,000000,7.0659,7.3328,7.0659,7.3328,4299,0
CTS,D,20170629,000000,7.3956,7.4191,7.3956,7.4191,667,0
CTS,D,20170630,000000,7.4191,7.5683,7.4191,7.5683,255,0
CTS,D,20170703,000000,7.5526,7.5997,7.4191,7.4191,891,0
CTS,D,20170706,000000,7.0659,7.0659,7.0659,7.0659,102,0
CTS,D,20170712,000000,7.3013,7.3406,7.3013,7.3406,1400,0
CTS,D,20170713,000000,7.3642,7.3799,7.3642,7.3799,1605,0
CTS,D,20170714,000000,7.4191,7.4191,7.0659,7.4191,2564,0
CTS,D,20170717,000000,7.4112,7.4112,7.3485,7.4112,1601,0
CTS,D,20170718,000000,7.3406,7.4112,7.3406,7.3799,3902,0
CTS,D,20170720,000000,7.3564,7.3564,7.3564,7.3564,128,0
CTS,D,20170721,000000,7.3485,7.3564,7.3013,7.3564,1783,0
CTS,D,20170724,000000,7.3564,7.3642,7.3013,7.3642,2166,0
CTS,D,20170725,000000,7.3564,7.4191,7.3013,7.4191,4089,0
CTS,D,20170726,000000,7.0659,7.3013,7.0659,7.3013,10724,0
CTS,D,20170727,000000,7.317,7.317,7.2228,7.3013,2309,0
CTS,D,20170728,000000,7.317,7.317,7.1915,7.3013,1783,0
CTS,D,20170731,000000,7.2621,7.2621,7.1444,7.2543,5604,0
CTS,D,20170801,000000,7.372,7.372,6.9873,7.2228,10731,0
CTS,D,20170802,000000,7.2464,7.2543,7.1521,7.1521,3872,0
CTS,D,20170803,000000,6.9088,7.0659,6.9088,6.9246,1400,0
CTS,D,20170804,000000,6.9246,6.9246,6.9246,6.9246,407,0
CTS,D,20170807,000000,6.9246,7.1915,6.6733,7.0659,16595,0
CTS,D,20170808,000000,6.8695,7.058,6.7518,6.9873,7734,0
CTS,D,20170809,000000,7.0659,7.0737,6.9873,6.9873,5086,0
CTS,D,20170810,000000,7.0659,7.0659,7.0659,7.0659,509,0
CTS,D,20170811,000000,7.0659,7.0659,7.0659,7.0659,1529,0
CTS,D,20170814,000000,7.0659,7.1444,7.0659,7.1444,2817,0
CTS,D,20170816,000000,7.0659,7.0659,7.0659,7.0659,5401,0
CTS,D,20170817,000000,7.0659,7.0659,7.0659,7.0659,3821,0
CTS,D,20170821,000000,7.0659,7.0659,6.9088,7.0659,3618,0
CTS,D,20170822,000000,7.0659,7.1836,6.9873,7.1836,3708,0
CTS,D,20170823,000000,6.9873,7.0659,6.9873,6.9873,1259,0
CTS,D,20170824,000000,7.0659,7.0659,6.9088,7.0659,13630,0
CTS,D,20170825,000000,6.8303,7.0659,6.8303,7.0659,12918,0
CTS,D,20170828,000000,6.8303,7.0659,6.8303,7.0659,7647,0
CTS,D,20170829,000000,7.0659,7.0894,7.0659,7.0894,3001,0
CTS,D,20170830,000000,7.0894,7.1365,7.0894,7.1365,2547,0
CTS,D,20170831,000000,7.0659,7.2228,7.0659,7.2072,3869,0
CTS,D,20170901,000000,7.2543,7.5369,7.2543,7.5369,1147,0
CTS,D,20170904,000000,7.3328,7.3328,7.3328,7.3328,255,0
CTS,D,20170905,000000,7.3485,7.3956,7.3485,7.3956,3979,0
CTS,D,20170906,000000,7.4112,7.4191,7.4112,7.4191,2025,0
CTS,D,20170907,000000,7.4348,7.4741,7.4348,7.4583,2002,0
CTS,D,20170908,000000,7.3013,7.5369,7.3013,7.5369,3312,0
CTS,D,20170911,000000,7.3013,7.6155,7.3013,7.6155,3716,0
CTS,D,20170912,000000,7.5604,7.5762,7.5604,7.5762,1605,0
CTS,D,20170913,000000,7.6155,7.6311,7.6155,7.6311,1655,0
CTS,D,20170914,000000,7.6469,7.6625,7.6469,7.6625,1400,0
CTS,D,20170918,000000,7.6625,7.7096,7.6625,7.7096,5201,0
CTS,D,20170919,000000,7.7331,7.7488,7.7331,7.7488,2012,0
CTS,D,20170920,000000,7.7331,7.7882,7.7331,7.7882,3770,0
CTS,D,20170921,000000,7.7724,7.7882,7.7724,7.7882,1923,0
CTS,D,20170925,000000,7.7882,7.8117,7.7882,7.8117,1974,0
CTS,D,20170926,000000,7.8117,7.8274,7.8117,7.8274,1935,0
CTS,D,20170927,000000,7.8117,7.8353,7.8117,7.8353,2012,0
CTS,D,20170928,000000,7.8195,7.8353,7.8195,7.8353,2064,0
CTS,D,20170929,000000,7.8353,7.8509,7.8274,7.8509,1855,0
CTS,D,20171002,000000,7.8509,7.8509,7.8353,7.843,2076,0
CTS,D,20171003,000000,7.8274,7.8509,7.8274,7.8509,1693,0
CTS,D,20171004,000000,7.8274,7.8353,7.8274,7.8353,1745,0
CTS,D,20171005,000000,7.8509,7.8509,7.843,7.8509,1898,0
CTS,D,20171006,000000,7.843,7.8509,7.843,7.8509,1822,0
CTS,D,20171009,000000,7.8274,7.8353,7.8274,7.8353,1847,0
CTS,D,20171011,000000,7.8274,7.8274,7.0659,7.4583,3665,0
CTS,D,20171012,000000,7.6782,7.8353,7.6782,7.8353,3870,0
CTS,D,20171016,000000,7.6939,7.843,7.6939,7.843,955,0
CTS,D,20171017,000000,7.8509,7.9452,7.8509,7.9452,475,0
CTS,D,20171018,000000,7.8509,7.8509,7.8509,7.8509,1626,0
CTS,D,20171019,000000,7.9295,7.9295,7.9137,7.9295,2923,0
CTS,D,20171020,000000,7.9295,7.9922,7.9295,7.9295,2458,0
CTS,D,20171023,000000,7.9137,7.9216,7.6782,7.6782,1151,0
CTS,D,20171024,000000,7.9766,7.9922,7.9766,7.9922,1693,0
CTS,D,20171025,000000,8.0236,8.1179,7.9922,8.008,3260,0
CTS,D,20171026,000000,7.9922,8.1179,7.9922,8.1179,1293,0
CTS,D,20171027,000000,8.0472,8.2435,8.0472,8.2435,3312,0
CTS,D,20171030,000000,8.5577,8.597,8.4084,8.5728,2443,0
CTS,D,20171031,000000,8.5577,8.597,8.5577,8.597,1379,0
CTS,D,20171102,000000,8.6121,8.6282,8.597,8.6282,2458,0
CTS,D,20171103,000000,8.597,8.597,8.2435,8.2435,1675,0
CTS,D,20171106,000000,8.4633,8.4793,8.4633,8.4793,764,0
CTS,D,20171107,000000,8.2278,8.6121,8.2278,8.6121,2602,0
