<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
KVT,D,20160620,000000,7.0472,7.0537,7.0472,7.0537,2,0
KVT,D,20160621,000000,7.0472,7.0537,7.0472,7.0537,3,0
KVT,D,20160622,000000,7.0537,7.061,7.0537,7.061,2,0
KVT,D,20160623,000000,7.061,7.4724,7.061,7.4724,48,0
KVT,D,20160624,000000,6.9679,7.1672,6.9015,7.1672,1643,0
KVT,D,20160627,000000,7.16,7.16,6.9679,7.16,583,0
KVT,D,20160628,000000,7.16,7.16,7.16,7.16,2,0
KVT,D,20160629,000000,7.16,7.16,7.16,7.16,2,0
KVT,D,20160630,000000,7.16,7.3129,7.16,7.3129,726,0
KVT,D,20160701,000000,7.4724,7.6312,7.3919,7.6312,633,0
KVT,D,20160704,000000,7.6312,7.6312,7.5644,7.5644,2,0
KVT,D,20160705,000000,7.5644,7.5644,7.2331,7.4983,84,0
KVT,D,20160706,000000,7.4983,7.4983,7.4923,7.4923,2,0
KVT,D,20160707,000000,7.4923,7.4923,7.1534,7.4322,646,0
KVT,D,20160708,000000,7.6312,7.6312,7.6312,7.6312,18,0
KVT,D,20160711,000000,7.6312,7.6312,7.6312,7.6312,2,0
KVT,D,20160712,000000,7.6312,7.6312,7.5644,7.5644,2,0
KVT,D,20160713,000000,7.3722,7.4125,7.2067,7.2131,965,0
KVT,D,20160714,000000,7.2131,7.4322,7.2131,7.3,19,0
KVT,D,20160715,000000,7.2131,7.5978,7.2131,7.5978,6855,0
KVT,D,20160718,000000,7.3995,7.6844,7.3995,7.6312,114,0
KVT,D,20160719,000000,7.6312,7.7642,7.5644,7.7642,9295,0
KVT,D,20160720,000000,7.7642,7.7642,7.7573,7.7573,24,0
KVT,D,20160721,000000,7.7573,7.7573,7.4854,7.7573,94,0
KVT,D,20160722,000000,7.7573,7.7573,7.4854,7.7573,618,0
KVT,D,20160725,000000,7.6981,7.6981,7.6312,7.6913,3,0
KVT,D,20160726,000000,7.6312,7.6312,7.6312,7.6312,2,0
KVT,D,20160727,000000,7.6312,7.6312,7.4322,7.6312,412,0
KVT,D,20160728,000000,7.6312,7.6312,7.4322,7.4322,347,0
KVT,D,20160729,000000,7.3661,7.4322,7.3661,7.4322,9,0
KVT,D,20160801,000000,7.4527,7.6312,7.4322,7.6312,4063,0
KVT,D,20160802,000000,7.6655,7.6655,7.6312,7.6312,458,0
KVT,D,20160803,000000,7.6312,7.6312,7.6312,7.6312,3,0
KVT,D,20160804,000000,7.6312,7.6312,7.4322,7.6244,378,0
KVT,D,20160805,000000,7.6244,7.6244,7.4322,7.5385,1863,0
KVT,D,20160808,000000,7.5978,7.5978,7.5978,7.5978,380,0
KVT,D,20160809,000000,7.4983,7.6312,7.4983,7.6312,510,0
KVT,D,20160810,000000,7.6449,7.7376,7.6449,7.7042,2970,0
KVT,D,20160811,000000,7.7042,7.7042,7.6981,7.7042,6447,0
KVT,D,20160812,000000,7.7042,7.8174,7.6981,7.8174,2844,0
KVT,D,20160816,000000,7.8235,7.97,7.8235,7.9626,2505,0
KVT,D,20160817,000000,7.9626,7.9626,7.9626,7.9626,1594,0
KVT,D,20160818,000000,7.9626,7.9626,7.8637,7.9626,129,0
KVT,D,20160819,000000,7.9626,7.9626,7.8637,7.9169,532,0
KVT,D,20160822,000000,7.9626,7.9626,7.7307,7.8971,567,0
KVT,D,20160823,000000,7.9626,7.9626,7.5918,7.7307,357,0
KVT,D,20160824,000000,7.9626,7.9626,7.7307,7.7307,154,0
KVT,D,20160825,000000,7.9626,7.9626,7.8903,7.9626,1526,0
KVT,D,20160826,000000,7.9626,7.9626,7.6449,7.9626,1343,0
KVT,D,20160829,000000,7.9626,7.9626,7.9626,7.9626,2,0
KVT,D,20160830,000000,7.9626,7.9626,7.9503,7.9564,2003,0
KVT,D,20160831,000000,7.8637,7.8637,7.8637,7.8637,19,0
KVT,D,20160901,000000,7.8637,7.8637,7.8637,7.8637,2,0
KVT,D,20160902,000000,7.8637,7.9503,7.8637,7.9427,1208,0
KVT,D,20160905,000000,7.9427,7.9427,7.8235,7.8235,1523,0
KVT,D,20160906,000000,7.8303,7.8303,7.8235,7.8235,982,0
KVT,D,20160907,000000,7.8235,7.8235,7.6655,7.8235,562,0
KVT,D,20160908,000000,7.8303,7.8303,7.6708,7.8235,1237,0
KVT,D,20160909,000000,7.8235,7.8303,7.7703,7.8235,5729,0
KVT,D,20160912,000000,7.9299,7.9299,7.7703,7.844,4430,0
KVT,D,20160913,000000,7.8903,7.8903,7.844,7.8637,3288,0
KVT,D,20160914,000000,7.8637,7.9564,7.8303,7.8303,7807,0
KVT,D,20160915,000000,7.7179,7.7877,7.7179,7.752,2183,0
KVT,D,20160916,000000,7.752,7.8584,7.752,7.8584,412,0
KVT,D,20160919,000000,8.0005,8.0005,8.0005,8.0005,3,0
KVT,D,20160920,000000,8.0005,8.0005,7.752,8.0005,855,0
KVT,D,20160921,000000,8.0005,8.0005,7.923,7.923,9,0
KVT,D,20160922,000000,7.9648,7.9648,7.752,7.752,1171,0
KVT,D,20160923,000000,7.9291,7.9291,7.7179,7.923,602,0
KVT,D,20160926,000000,7.9579,7.9579,7.923,7.923,89,0
KVT,D,20160927,000000,7.9291,7.9291,7.9154,7.9154,2,0
KVT,D,20160928,000000,7.923,7.923,7.8873,7.8873,3,0
KVT,D,20160929,000000,7.8873,7.8873,7.6175,7.8873,1390,0
KVT,D,20160930,000000,7.8584,7.8584,7.8584,7.8584,24,0
KVT,D,20161003,000000,7.8584,7.8584,7.6465,7.8584,54,0
KVT,D,20161004,000000,7.8515,7.8515,7.4337,7.8515,5985,0
KVT,D,20161005,000000,7.923,7.923,7.923,7.923,284,0
KVT,D,20161006,000000,7.9154,7.9154,7.689,7.7877,310,0
KVT,D,20161007,000000,7.7877,7.7877,7.7877,7.7877,2,0
KVT,D,20161010,000000,7.7877,7.7877,7.3706,7.5051,4326,0
KVT,D,20161011,000000,7.7877,7.7877,7.7877,7.7877,1,0
KVT,D,20161012,000000,7.3631,7.5758,7.0799,7.5051,7989,0
KVT,D,20161013,000000,7.6669,7.6669,7.4975,7.4975,8,0
KVT,D,20161014,000000,7.4975,7.4975,7.1578,7.4975,298,0
KVT,D,20161017,000000,7.4975,7.4975,7.4975,7.4975,2,0
KVT,D,20161018,000000,7.4975,7.4975,7.4618,7.4618,164,0
KVT,D,20161019,000000,7.4618,7.4618,7.0727,7.0727,4223,0
KVT,D,20161020,000000,7.0727,7.4125,7.0727,7.3349,2825,0
KVT,D,20161021,000000,7.3349,7.3349,7.3137,7.3137,18,0
KVT,D,20161024,000000,7.3137,7.3137,7.3137,7.3137,82,0
KVT,D,20161025,000000,7.3137,7.3137,7.0661,7.3061,308,0
KVT,D,20161026,000000,7.3061,7.3061,7.3,7.3,2,0
KVT,D,20161027,000000,7.3,7.3,7.3,7.3,2,0
KVT,D,20161028,000000,7.3,7.3,7.0799,7.1506,445,0
KVT,D,20161031,000000,7.3,7.3,7.3,7.3,2,0
KVT,D,20161102,000000,7.3349,7.3349,7.0799,7.0799,145,0
KVT,D,20161103,000000,7.0799,7.3205,7.0799,7.3205,1145,0
KVT,D,20161104,000000,7.3205,7.3205,7.0799,7.0799,313,0
KVT,D,20161107,000000,7.3205,7.3205,7.3205,7.3205,2,0
KVT,D,20161108,000000,7.3205,7.3205,7.2217,7.2217,2,0
KVT,D,20161109,000000,7.0799,7.0799,7.0799,7.0799,589,0
KVT,D,20161110,000000,7.0661,7.2217,7.0661,7.2217,10596,0
KVT,D,20161114,000000,7.2217,7.2217,7.0799,7.0799,710,0
KVT,D,20161115,000000,6.7472,6.8604,6.6127,6.8604,2995,0
KVT,D,20161116,000000,6.8604,7.0727,6.8604,7.0727,13,0
KVT,D,20161117,000000,7.0727,7.0727,6.6339,6.7331,433,0
KVT,D,20161118,000000,7.002,7.002,6.5419,6.5843,4034,0
KVT,D,20161121,000000,6.6552,6.6552,6.5843,6.6552,286,0
KVT,D,20161122,000000,6.9379,6.9379,6.9315,6.9315,15,0
KVT,D,20161123,000000,6.9242,6.9242,6.9242,6.9242,2,0
KVT,D,20161124,000000,6.9242,6.9242,6.5773,6.5843,4310,0
KVT,D,20161125,000000,6.5773,6.5773,6.2729,6.3012,4712,0
KVT,D,20161128,000000,6.2729,6.3436,6.2729,6.3436,2633,0
KVT,D,20161129,000000,6.9242,6.9242,6.3791,6.3791,238,0
KVT,D,20161130,000000,6.8675,6.8675,6.5843,6.6552,73,0
KVT,D,20161201,000000,6.6906,6.6906,6.6552,6.6552,2,0
KVT,D,20161202,000000,6.6906,6.6906,6.6834,6.6834,2,0
KVT,D,20161205,000000,6.3861,6.5843,6.3791,6.5843,945,0
KVT,D,20161206,000000,6.5703,6.5703,6.556,6.556,2,0
KVT,D,20161207,000000,6.5137,6.5137,6.5064,6.5064,1507,0
KVT,D,20161208,000000,6.5064,6.5064,6.3436,6.3436,2072,0
KVT,D,20161209,000000,6.5064,6.5064,6.4428,6.4428,55,0
KVT,D,20161212,000000,6.4569,6.4569,6.4428,6.4569,19,0
KVT,D,20161213,000000,6.4569,6.4569,6.0391,6.0888,7277,0
KVT,D,20161214,000000,6.0533,6.1241,6.0533,6.1241,103,0
KVT,D,20161215,000000,6.0888,6.0888,6.0888,6.0888,600,0
KVT,D,20161216,000000,6.0533,6.0888,6.0533,6.0888,249,0
KVT,D,20161219,000000,6.025,6.025,5.8763,5.94,2020,0
KVT,D,20161220,000000,5.933,5.933,5.3737,5.3737,3439,0
KVT,D,20161221,000000,5.31,5.31,5.0976,5.2957,4258,0
KVT,D,20161222,000000,5.2957,5.2957,4.8851,4.9559,2212,0
KVT,D,20161223,000000,4.963,5.0763,4.9559,5.041,237763,0
KVT,D,20161227,000000,5.041,5.041,5.0056,5.041,9713,0
KVT,D,20161228,000000,5.0126,5.0551,4.8215,5.0339,134252,0
KVT,D,20161229,000000,5.0551,5.31,4.9559,5.31,32825,0
KVT,D,20161230,000000,5.3737,5.5082,5.3666,5.4516,23984,0
KVT,D,20170102,000000,5.4516,5.5224,5.4516,5.5224,808,0
KVT,D,20170103,000000,5.5082,5.5082,5.2391,5.5082,15662,0
KVT,D,20170104,000000,5.6569,5.7913,5.5082,5.7913,8,0
KVT,D,20170105,000000,5.7913,5.7913,5.7702,5.7702,2,0
KVT,D,20170109,000000,5.7913,5.7913,5.6923,5.7702,9834,0
KVT,D,20170110,000000,5.7702,5.7702,5.7702,5.7702,2,0
KVT,D,20170111,000000,5.671,5.7913,5.671,5.7913,254,0
KVT,D,20170112,000000,5.7702,5.7702,5.671,5.7702,153,0
KVT,D,20170113,000000,5.7702,5.7702,5.7702,5.7702,38,0
KVT,D,20170116,000000,5.7702,5.7913,5.7702,5.7913,2,0
KVT,D,20170117,000000,5.664,5.7347,5.4941,5.6993,657,0
KVT,D,20170118,000000,5.6993,5.7347,5.6993,5.6993,145,0
KVT,D,20170119,000000,5.7347,5.7347,5.6993,5.6993,2,0
KVT,D,20170120,000000,5.7913,5.7913,5.6993,5.6993,26896,0
KVT,D,20170123,000000,5.6993,5.6993,5.664,5.664,842,0
KVT,D,20170124,000000,5.664,5.664,5.664,5.664,249,0
KVT,D,20170125,000000,5.664,5.664,5.5931,5.6286,1931,0
KVT,D,20170126,000000,5.4586,5.5931,5.4516,5.5931,572,0
KVT,D,20170127,000000,5.5931,5.5931,5.5224,5.5224,2,0
KVT,D,20170130,000000,5.5931,5.5931,5.5861,5.5861,2,0
KVT,D,20170131,000000,5.664,5.664,5.664,5.664,5,0
KVT,D,20170201,000000,5.664,5.664,5.5224,5.664,122,0
KVT,D,20170202,000000,5.664,5.664,5.5931,5.664,156,0
KVT,D,20170203,000000,5.664,5.664,5.5931,5.664,286,0
KVT,D,20170206,000000,5.664,5.664,5.0976,5.5931,6086,0
KVT,D,20170207,000000,5.664,5.664,5.3666,5.6286,294,0
KVT,D,20170208,000000,5.664,5.664,5.3737,5.579,475,0
KVT,D,20170209,000000,5.579,5.579,5.3737,5.579,497,0
KVT,D,20170210,000000,5.579,5.579,5.579,5.579,2,0
KVT,D,20170213,000000,5.5578,5.5578,5.3454,5.3454,1402,0
KVT,D,20170214,000000,5.3454,5.4516,5.1047,5.4516,8756,0
KVT,D,20170215,000000,5.5224,5.5224,5.4445,5.4445,2,0
KVT,D,20170216,000000,5.4445,5.4445,5.31,5.31,1980,0
KVT,D,20170217,000000,5.31,5.31,5.31,5.31,136,0
KVT,D,20170220,000000,5.3383,5.3383,5.2391,5.2957,3631,0
KVT,D,20170221,000000,5.31,5.31,5.2321,5.2817,1861,0
KVT,D,20170222,000000,5.2746,5.2746,5.0976,5.0976,5095,0
KVT,D,20170223,000000,5.2251,5.2251,4.9559,5.0976,4946,0
KVT,D,20170224,000000,5.0905,5.0905,5.0905,5.0905,708,0
KVT,D,20170227,000000,5.0905,5.0905,5.0056,5.0835,1153,0
KVT,D,20170228,000000,5.0835,5.0835,4.9985,5.0835,5327,0
KVT,D,20170301,000000,5.0622,5.1329,5.0622,5.1329,1752,0
KVT,D,20170302,000000,5.1329,5.1401,4.9913,5.1401,2343,0
KVT,D,20170303,000000,5.2957,5.2957,5.0622,5.2675,2982,0
KVT,D,20170306,000000,5.2675,5.2675,5.2675,5.2675,243,0
KVT,D,20170307,000000,5.2604,5.2604,5.0976,5.2534,310,0
KVT,D,20170308,000000,5.2534,5.2534,5.0976,5.2391,291,0
KVT,D,20170309,000000,5.2391,5.2391,5.2391,5.2391,2,0
KVT,D,20170310,000000,5.2391,5.2391,5.0976,5.1896,567,0
KVT,D,20170313,000000,5.2179,5.2321,5.0976,5.2321,45,0
KVT,D,20170314,000000,5.2321,5.2604,5.2321,5.2604,837,0
KVT,D,20170315,000000,5.2604,5.2604,5.0976,5.2604,764,0
KVT,D,20170316,000000,5.2534,5.2957,5.2534,5.2957,680,0
KVT,D,20170317,000000,5.2957,5.487,5.2887,5.3949,22946,0
KVT,D,20170320,000000,5.3807,5.3807,5.3737,5.3737,2,0
KVT,D,20170321,000000,5.1401,5.3666,5.1401,5.3666,709,0
KVT,D,20170322,000000,5.3595,5.3595,5.3524,5.3524,2,0
KVT,D,20170323,000000,5.3524,5.3524,5.3524,5.3524,2,0
KVT,D,20170324,000000,5.3524,5.3524,5.3454,5.3454,2,0
KVT,D,20170327,000000,5.3383,5.3383,5.3313,5.3313,2,0
KVT,D,20170328,000000,5.3313,5.3313,5.3313,5.3313,2,0
KVT,D,20170329,000000,5.3313,5.3313,5.303,5.303,45,0
KVT,D,20170330,000000,5.303,5.303,5.303,5.303,2,0
KVT,D,20170331,000000,5.2957,5.2957,5.0551,5.0551,2900,0
KVT,D,20170403,000000,5.0622,5.0622,4.8922,5.0622,1229,0
KVT,D,20170404,000000,5.1329,5.1329,4.8851,4.9559,4587,0
KVT,D,20170405,000000,5.1613,5.1613,4.7718,4.8851,1531,0
KVT,D,20170406,000000,5.1613,5.1613,4.9276,4.9276,2301,0
KVT,D,20170407,000000,5.0269,5.0269,4.9276,4.9276,286,0
KVT,D,20170410,000000,5.0269,5.0269,4.9276,4.9276,1021,0
KVT,D,20170411,000000,5.0197,5.0197,4.8851,4.9276,1962,0
KVT,D,20170412,000000,5.0126,5.0126,4.9276,4.9276,292,0
KVT,D,20170413,000000,4.8851,5.0056,4.8851,5.0056,295,0
KVT,D,20170418,000000,5.0056,5.0056,4.9206,4.9276,694,0
KVT,D,20170419,000000,5.0056,5.0056,4.9276,4.9276,1146,0
KVT,D,20170420,000000,4.9489,4.9489,4.7224,4.7224,913,0
KVT,D,20170421,000000,4.9489,4.9489,4.7224,4.7224,2797,0
KVT,D,20170424,000000,4.9489,4.9489,4.8143,4.9489,722,0
KVT,D,20170425,000000,4.9206,4.9206,4.7436,4.7436,15,0
KVT,D,20170426,000000,4.7507,4.7507,4.5312,4.7364,451,0
KVT,D,20170427,000000,4.7436,4.7436,4.7081,4.7081,867,0
KVT,D,20170428,000000,4.7507,4.7507,4.7081,4.7081,59,0
KVT,D,20170502,000000,4.5312,4.7081,4.5312,4.7081,15,0
KVT,D,20170504,000000,4.7081,4.7081,4.7081,4.7081,287,0
KVT,D,20170505,000000,4.7081,4.7081,4.7081,4.7081,2,0
KVT,D,20170508,000000,4.7081,4.7081,4.5312,4.6728,353,0
KVT,D,20170509,000000,4.7224,4.7224,4.5949,4.5949,2,0
KVT,D,20170510,000000,4.5949,4.5949,4.5312,4.5949,1026,0
KVT,D,20170511,000000,4.5949,4.5949,4.4957,4.4957,2439,0
KVT,D,20170512,000000,4.4957,4.4957,4.3118,4.4604,215,0
KVT,D,20170515,000000,4.4604,4.4604,4.2479,4.425,1998,0
KVT,D,20170516,000000,4.4604,4.4604,4.3684,4.425,2827,0
KVT,D,20170517,000000,4.425,4.425,4.2479,4.2479,2270,0
KVT,D,20170518,000000,4.4604,4.4604,4.0497,4.2409,2002,0
KVT,D,20170519,000000,4.4604,4.4604,4.071,4.2338,2323,0
KVT,D,20170522,000000,4.4604,4.4604,4.4604,4.4604,22,0
KVT,D,20170523,000000,4.4604,4.4604,4.4604,4.4604,8,0
KVT,D,20170524,000000,4.4604,4.4604,4.4533,4.4533,5,0
KVT,D,20170525,000000,4.4533,4.4533,4.1772,4.1772,4089,0
KVT,D,20170526,000000,4.425,4.425,4.1063,4.4179,1021,0
KVT,D,20170529,000000,4.4179,4.4179,4.1063,4.2126,685,0
KVT,D,20170530,000000,4.3541,4.3541,4.1063,4.1063,388,0
KVT,D,20170531,000000,4.0923,4.2197,4.071,4.2197,1553,0
KVT,D,20170601,000000,4.1772,4.1772,4.0781,4.0781,1023,0
KVT,D,20170602,000000,4.2055,4.2055,4.071,4.2055,1813,0
KVT,D,20170605,000000,4.1984,4.2055,4.1984,4.2055,1339,0
KVT,D,20170606,000000,4.2126,4.2126,4.2055,4.2126,405,0
KVT,D,20170607,000000,4.2126,4.2126,4.071,4.2126,626,0
KVT,D,20170608,000000,4.2126,4.2126,4.071,4.2126,1127,0
KVT,D,20170609,000000,4.2126,4.2126,4.2126,4.2126,360,0
KVT,D,20170612,000000,4.1772,4.1772,4.071,4.1772,897,0
KVT,D,20170613,000000,4.1772,4.1772,4.1772,4.1772,2,0
KVT,D,20170614,000000,4.071,4.0781,4.071,4.0781,1216,0
KVT,D,20170616,000000,4.071,4.2055,4.071,4.1984,296,0
KVT,D,20170619,000000,4.1913,4.1913,4.071,4.1913,1132,0
KVT,D,20170620,000000,4.1913,4.1913,4.071,4.1913,145,0
KVT,D,20170621,000000,4.1913,4.1913,4.071,4.1913,1113,0
